Response ID,Response Status,Country Code,Region,With which gender do you identify? ,What is your age? ,What is your marital status? ,What is your race? ,What is your education level? ,In which City/County within the Roanoke Metropolitan Area do you live? ,,In which City/County within the Roanoke Metropolitan Area do you work? ,,What is the age of the firm/company/association you work in?,What is your (firm/company/association)' s size? (# number of employees or workers),If you commute to work how far is your work from your homeplace? ,Are you the owner or renter of your house? ,How many people in your household have jobs?,How many people currently live in your household?,What is your expected/desired family size in the future including yourself and any dependents?,What is your monthly earning? ,What is your industry sector?,What is your job title?,How many hours do you typically work per week at your current job?,How do you typically work in your current job? ,What is the level of importance of physical interactions with a team in order to perform your current job?,Regardless of your current working style (Remote or in-person) have you heard about anyone who works in the same profession as you but remotely no matter where?,Regardless of your current working style (Remote or in-person) have you come across any news or information sources indicating that your profession might be shifted either partially or completely towards remote work in the future?,On a scale of 1-5 please rate your agreement with the following statement: 'During the COVID-19 pandemic working from home using technological advancements in communication (e.g. Zoom Skype Teams) was efficient in performing my job tasks.',How do you usually transport to your workplace?,,,,,,Regardless of your current working style what is the future work style do you prefer? ,If you work in-person (commute to work) how would you rank your preferred living area within Roanoke Metropolitan Area considering your income and affordability? (1 is the most preferred)? ,,,,If you work remotely how would you rank your preferred areas to live within Roanoke Metropolitan Area considering your income and affordability? (1 is the most preferred)?,,,,In the past ten years how many times have you relocated your living place?,If you currently work in person in an urban area and live close to your workplace but your job is shifting to a partially remote you may be thinking about whether it makes sense to move to a suburban area. How would you contemplate relocating to the suburbs in this scenario?,If you currently work in person in an urban area and live close to your workplace but your job is shifting completely remote you may be thinking about whether it makes sense to move to a suburban area. How would you contemplate relocating to the suburbs in this scenario?,Your colleagues/friends have shifted to remote work and moved from an urban area to a suburban or rural area. Would you be able to consider a move to a rural area if you also have the option to work remotely like them?,Proximity to my workplace,Proximity to Centeral Business Area (CBD),Closest to amenities,Close to schools,Close to roads (Accessible),Close to transportation means,The sense of community (Belongingness),safety (less crime rate),Affordability for housing and living costs ,civilized and city lifestyle,rural and suburbia lifestyle,more spacious living space  & large lot size,Career growth opportunity
104607406,Completed,US,CA,1,6,2,5,8,6,"EATON, Ohio (45320)",2,"LISMAN, Alabama (36912)",1,5,8,1,3,2,2,4,,,,,3,3,3,3,,,,1,,,1,1,3,2,4,4,1,3,2,3,3,1,1,4,4,4,3,4,3,5,3,4,4,3,3,3
104607408,Completed,US,NY,1,2,4,3,7,4,"LISMAN, Alabama (36912)",3,"WEAVER, Alabama (36277)",5,4,12,1,2,4,2,2,,,,,4,1,3,4,,1,,,,,1,2,4,3,1,3,1,4,2,3,3,2,1,4,3,5,3,5,4,3,5,3,5,3,3,3
104607410,Completed,US,NJ,1,3,3,3,3,2,"WEAVER, Alabama (36277)",7,"ETHRIDGE, Tennessee (38456)",1,2,17,1,1,3,1,4,14,Electrician,2,2,,,,,,,,,,,1,4,2,3,1,2,1,3,4,3,3,1,1,4,3,3,4,5,3,3,5,5,4,5,5,5
104607411,Completed,US,NY,2,1,5,2,5,3,"ETHRIDGE, Tennessee (38456)",1,"ETHRIDGE, Tennessee (38456)",4,1,10,1,3,2,2,3,,,,,4,1,3,4,1,,,,,,1,2,4,3,1,3,1,2,4,3,3,2,1,5,3,5,5,5,5,3,3,3,4,4,4,3
104607412,Completed,US,NY,1,1,3,7,5,5,"EATON, Ohio (45320)",4,"KENNEDY, Alabama (35574)",2,5,8,1,2,2,5,4,,,,,4,5,3,3,,,,1,,,1,3,1,4,2,2,4,1,3,5,2,2,1,5,4,5,5,5,4,4,3,4,4,5,5,5
104607413,Completed,US,NY,1,2,5,5,2,5,"RAINELLE, West Virginia (25962)",6,"EATON, Ohio (45320)",5,2,19,1,1,1,4,3,7,Sales Representative,4,2,5,6,3,4,,,,,,1,1,3,2,4,1,4,2,1,3,5,2,1,1,5,4,5,4,4,5,3,3,3,3,3,5,4
104607414,Completed,US,NY,1,6,6,4,3,4,"MOUNTAIN HOME, Arkansas (72653)",6,"RAINELLE, West Virginia (25962)",5,3,9,1,2,4,5,3,19,Nurse,2,2,,,,,,,,,,,1,1,3,4,2,4,2,3,1,3,3,2,1,5,5,4,5,5,3,4,4,5,5,4,5,3
104607415,Completed,US,NY,2,6,6,1,8,3,"RAINELLE, West Virginia (25962)",5,"ETHRIDGE, Tennessee (38456)",1,3,13,1,2,4,2,1,,,,,4,2,3,3,,,1,,,,1,1,2,4,3,3,2,4,1,4,1,3,1,5,3,5,4,5,4,4,3,5,3,4,3,3
104607416,Completed,US,NY,2,7,6,4,7,5,"ETHRIDGE, Tennessee (38456)",1,"LISMAN, Alabama (36912)",3,5,10,1,3,1,2,4,5,Real Estate Agent,2,2,5,2,3,4,,,1,,,,1,4,1,2,3,1,4,3,2,4,1,2,1,5,3,3,4,3,5,4,4,4,3,4,4,3
104607439,Completed,US,MD,,2,1,4,5,2,"GARDENA, California (90248)",2,"GARDENA, California (90248)",3,2,4,1,1,1,3,2,,,,2,2,3,2,2,,1,,,,,2,1,2,4,3,1,4,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
104607555,Completed,US,NY,1,7,4,8,2,3,"LISMAN, Alabama (36912)",6,"YORK, Alabama (36925)",3,4,16,1,1,4,1,1,8,Accountant,3,2,3,3,3,3,,,,1,,,1,3,1,2,4,3,2,4,1,3,2,2,1,3,5,5,5,3,4,5,3,4,5,5,4,5
104607556,Completed,US,,1,1,3,3,7,1,"ASHLAND, Alabama (36251)",5,"KENNEDY, Alabama (35574)",1,4,22,1,1,1,5,1,17,Architect,1,2,5,6,3,4,,1,,,,,1,1,4,2,3,3,1,4,2,5,2,2,1,3,5,4,4,5,3,3,3,3,3,3,3,3
104607558,Completed,US,NY,1,6,4,4,5,4,"FRANKLIN, Virginia (23851)",6,"ASHLAND, Alabama (36251)",5,2,13,1,2,5,1,4,5,Software Developer,2,2,5,3,3,3,,,,1,,,1,3,4,2,1,2,4,1,3,5,3,1,1,4,5,5,3,4,3,3,5,3,3,4,4,4
104607559,Completed,US,,1,1,2,3,3,3,"LISMAN, Alabama (36912)",4,"MOUNTAIN HOME, Arkansas (72653)",5,1,20,1,1,1,3,1,9,Real Estate Agent,4,2,5,2,3,4,,,,,,1,1,2,1,3,4,2,4,1,3,4,1,3,1,3,5,5,4,4,4,3,4,4,3,5,5,5
104607560,Completed,US,NY,1,2,2,7,8,6,"KENNEDY, Alabama (35574)",2,"KENNEDY, Alabama (35574)",2,3,12,1,2,5,2,3,16,Dentist,2,2,5,3,3,3,,,,,,1,1,2,4,3,1,4,2,1,3,4,3,3,1,4,4,3,4,5,3,4,5,5,5,5,5,3
104607561,Completed,US,NY,2,6,5,5,3,3,"EATON, Ohio (45320)",4,"FRANKLIN, Virginia (23851)",4,1,8,1,2,2,2,2,9,Electrician,3,2,5,1,3,5,,1,,,,,1,2,1,3,4,1,2,3,4,5,1,3,1,5,5,3,5,5,3,4,4,4,5,4,4,5
104607562,Completed,US,NJ,1,3,3,8,2,2,"RAINELLE, West Virginia (25962)",3,"FRANKLIN, Virginia (23851)",3,3,10,1,2,3,5,3,12,Web Developer,3,2,5,1,3,4,,,,1,,,1,4,1,2,3,2,3,1,4,3,1,2,1,3,4,5,3,4,5,5,5,5,4,4,4,5
104607563,Completed,US,NY,2,4,6,5,4,4,"FRANKLIN, Virginia (23851)",2,"LISMAN, Alabama (36912)",5,4,16,1,2,4,3,4,13,Chef,4,2,4,3,3,4,,1,,,,,1,4,3,2,1,3,4,1,2,3,2,2,1,4,4,5,3,4,5,4,3,5,5,4,4,4
104607564,Completed,US,NY,2,6,3,1,2,3,"EATON, Ohio (45320)",3,"LISMAN, Alabama (36912)",3,3,19,1,1,3,4,2,17,Software Developer,3,2,3,3,3,3,,,,,1,,1,2,3,4,1,4,1,3,2,5,1,3,1,3,3,3,4,4,4,4,5,5,5,5,4,5
104607567,Completed,US,NY,2,3,5,1,2,4,"ETHRIDGE, Tennessee (38456)",3,"MOUNTAIN HOME, Arkansas (72653)",3,5,9,1,2,5,1,4,1,Attorney,4,2,3,3,3,4,,,,1,,,1,2,3,4,1,3,1,2,4,4,3,2,1,3,4,4,4,3,4,5,5,5,3,5,3,4
104607568,Completed,US,NY,1,7,3,6,6,2,"MOUNTAIN HOME, Arkansas (72653)",6,"KENNEDY, Alabama (35574)",3,5,17,1,2,1,2,2,2,Architect,3,2,4,1,3,4,,,1,,,,1,4,2,3,1,1,4,2,3,3,1,1,1,4,4,3,5,3,3,3,3,3,5,3,4,3
104607569,Completed,US,NY,1,7,3,1,2,4,"RAINELLE, West Virginia (25962)",3,"EATON, Ohio (45320)",3,4,8,1,1,4,1,3,13,Teacher,4,2,4,6,3,3,,,,,,1,1,4,2,1,3,1,2,4,3,3,3,2,1,5,4,5,5,4,4,3,5,4,4,5,3,4
104607570,Completed,US,,2,6,2,4,8,6,"MOUNTAIN HOME, Arkansas (72653)",3,"FRANKLIN, Virginia (23851)",4,4,16,1,1,2,1,4,5,Dentist,4,2,5,6,3,4,,,,1,,,1,3,4,2,1,3,4,2,1,5,1,3,1,5,3,4,5,5,4,3,5,5,3,4,3,5
104607571,Completed,US,NJ,1,2,1,4,3,2,"FRANKLIN, Virginia (23851)",7,"EATON, Ohio (45320)",3,5,19,1,1,2,4,3,6,Web Developer,3,2,4,2,3,3,,,,1,,,1,4,2,1,3,1,4,2,3,4,2,3,1,4,5,4,4,5,4,3,4,3,3,3,3,4
104607572,Completed,US,NY,1,7,4,1,3,1,"LISMAN, Alabama (36912)",5,"WEAVER, Alabama (36277)",3,1,8,1,1,5,1,4,18,Teacher,4,2,5,2,3,4,,,,,1,,1,1,4,2,3,1,3,4,2,4,2,3,1,4,3,4,5,3,5,3,3,3,3,4,5,4
104607575,Completed,US,NY,1,7,6,5,7,1,"MOUNTAIN HOME, Arkansas (72653)",6,"FRANKLIN, Virginia (23851)",4,1,20,1,2,2,2,1,20,Veterinarian.,3,2,5,6,3,4,1,,,,,,1,4,1,2,3,3,2,4,1,3,3,2,1,5,4,5,4,4,5,4,3,4,3,5,5,4
104607576,Completed,US,NJ,1,4,1,3,1,4,"MOUNTAIN HOME, Arkansas (72653)",1,"RAINELLE, West Virginia (25962)",1,2,18,1,3,1,1,1,10,Web Developer,4,2,5,5,3,4,,,,,,1,1,1,4,3,2,2,3,4,1,4,3,2,1,4,4,4,4,3,4,4,3,5,5,5,5,4
104607577,Completed,US,NY,1,7,4,1,5,6,"WEAVER, Alabama (36277)",4,"RAINELLE, West Virginia (25962)",4,1,13,1,2,4,1,1,2,Marketing Manager,2,2,4,1,3,3,1,,,,,,1,1,4,3,2,4,2,1,3,3,2,2,1,5,5,4,5,5,4,3,3,4,5,4,5,5
104607578,Completed,US,NY,1,2,6,7,5,6,"LISMAN, Alabama (36912)",7,"ASHLAND, Alabama (36251)",1,2,19,1,1,3,1,3,8,Electrician,1,2,3,5,3,3,,,,,,1,1,3,1,2,4,2,3,4,1,4,1,2,1,4,5,5,3,4,4,3,5,4,4,5,4,5
104607579,Completed,US,NY,1,6,1,8,5,4,"ASHLAND, Alabama (36251)",2,"EATON, Ohio (45320)",2,2,12,1,1,2,5,1,3,Architect,4,2,3,4,3,3,,,,,1,,1,3,2,1,4,3,4,2,1,3,3,1,1,4,4,3,5,5,5,3,4,3,3,5,4,5
104607612,Completed,US,NY,1,3,2,1,5,1,"NEW YORK, New York (10041)",1,"NEW YORK, New York (10041)",4,3,2563,1,2,4,4,3,13,manager,3,3,4,2,2,5,1,,,,,,3,1,2,3,4,1,2,3,4,3,1,1,3,2,3,4,1,5,2,4,5,5,5,5,5,5
104607641,Completed,US,NY,1,3,2,3,7,5,"WEAVER, Alabama (36277)",6,"YORK, Alabama (36925)",5,3,11,1,1,5,2,2,18,Dentist,3,2,,,,,,,,,,,1,3,1,2,4,4,2,1,3,4,2,1,1,3,3,3,4,3,5,4,4,5,5,4,4,5
104607642,Completed,US,NY,1,6,4,4,3,1,"MOUNTAIN HOME, Arkansas (72653)",6,"LISMAN, Alabama (36912)",5,4,11,1,3,3,3,3,,,,,3,2,3,4,,1,,,,,1,3,1,4,2,3,1,4,2,5,3,3,1,4,3,5,5,4,3,4,4,3,3,5,4,4
104607643,Completed,US,,1,4,3,3,5,4,"KENNEDY, Alabama (35574)",2,"MOUNTAIN HOME, Arkansas (72653)",3,5,12,1,3,4,4,2,,,,,4,6,3,5,,1,,,,,1,1,4,3,2,3,2,4,1,5,1,3,1,4,3,5,4,4,4,5,3,4,5,5,4,4
104607644,Completed,US,NY,2,7,1,5,4,1,"RAINELLE, West Virginia (25962)",7,"YORK, Alabama (36925)",1,2,19,1,2,2,3,3,,,,,5,1,3,5,,,,,,1,1,4,1,2,3,1,3,2,4,3,3,1,1,4,5,4,3,5,5,3,4,3,4,4,3,4
104607646,Completed,US,MA,2,3,4,1,4,4,"RAINELLE, West Virginia (25962)",5,"WEAVER, Alabama (36277)",5,2,19,1,1,4,3,2,19,Graphic Designer,4,2,,,,,,,,,,,1,2,4,1,3,2,4,1,3,5,1,3,1,3,4,3,4,3,4,3,5,3,4,4,5,4
104607650,Completed,US,NY,1,5,4,2,4,3,"LISMAN, Alabama (36912)",1,"WEAVER, Alabama (36277)",3,5,10,1,1,5,4,2,5,Accountant,4,2,4,4,3,4,,1,,,,,1,4,1,2,3,3,2,1,4,3,2,2,1,4,5,5,4,4,4,4,5,4,5,3,3,5
104607652,Completed,US,NY,1,7,2,5,1,4,"KENNEDY, Alabama (35574)",7,"MOUNTAIN HOME, Arkansas (72653)",4,3,11,1,2,4,5,1,16,Engineer,1,2,,,,,,,,,,,1,4,1,2,3,3,2,1,4,4,1,2,1,4,4,3,3,4,5,5,5,5,3,3,3,5
104607653,Completed,US,NY,2,4,5,7,8,6,"WEAVER, Alabama (36277)",1,"FRANKLIN, Virginia (23851)",1,3,9,1,2,2,2,2,,,,,5,5,3,3,,1,,,,,1,3,4,1,2,1,4,2,3,3,3,3,1,5,3,5,3,3,4,3,5,5,5,5,3,5
104607656,Completed,US,NY,2,6,3,6,4,3,"ETHRIDGE, Tennessee (38456)",6,"YORK, Alabama (36925)",5,2,10,1,2,5,2,3,,,,,5,1,3,4,,,,,,1,1,1,4,2,3,2,3,1,4,3,3,2,1,5,4,5,4,5,3,3,4,5,4,4,4,5
104607657,Completed,US,NY,2,3,5,8,6,4,"ETHRIDGE, Tennessee (38456)",5,"WEAVER, Alabama (36277)",2,4,8,1,3,5,3,2,,,,,4,6,3,4,,1,,,,,1,4,2,3,1,2,3,1,4,3,1,3,1,5,3,3,5,5,4,5,4,4,3,5,5,4
104607660,Completed,US,NY,2,6,2,7,8,2,"EATON, Ohio (45320)",7,"RAINELLE, West Virginia (25962)",2,5,22,1,1,1,3,4,,,,,4,4,3,3,,,1,,,,1,3,1,4,2,4,3,2,1,3,1,2,1,5,3,4,4,4,5,5,3,3,3,4,5,3
104607662,Completed,US,NY,1,3,3,7,4,6,"EATON, Ohio (45320)",4,"WEAVER, Alabama (36277)",5,3,30,1,1,2,4,1,,,,,4,1,3,5,,,1,,,,1,1,2,4,3,4,3,1,2,3,3,3,1,3,5,3,3,5,4,5,5,5,4,4,5,5
104607665,Completed,US,NJ,1,2,1,1,5,6,"ETHRIDGE, Tennessee (38456)",6,"LISMAN, Alabama (36912)",4,1,30,1,2,2,5,4,,,,,5,6,3,3,,,,,,1,1,2,3,4,1,4,2,1,3,5,1,3,1,3,5,3,3,3,5,3,5,3,4,4,3,5
104607670,Completed,US,NY,1,2,2,1,3,1,"RAINELLE, West Virginia (25962)",7,"KENNEDY, Alabama (35574)",3,1,18,1,2,1,1,4,,,,,4,5,3,3,,,,,1,,1,2,4,3,1,1,4,3,2,5,1,2,1,4,4,3,4,4,5,3,3,3,3,4,3,3
104607671,Completed,US,,1,5,2,3,4,4,"EATON, Ohio (45320)",3,"ETHRIDGE, Tennessee (38456)",1,5,19,1,1,5,2,4,,,,,5,4,3,5,,,,,1,,1,2,3,4,1,3,4,1,2,4,2,3,1,4,3,5,5,4,3,5,5,3,3,5,4,5
104607673,Completed,US,NY,1,1,4,7,2,2,,6,,3,4,10,1,1,4,1,2,15,Nurse,3,2,,,,,,,,,,,1,4,1,2,3,2,3,4,1,3,1,1,1,3,5,4,3,5,5,5,4,5,3,5,5,5
104607674,Completed,US,NY,1,7,3,6,2,5,"RAINELLE, West Virginia (25962)",4,"LISMAN, Alabama (36912)",4,5,14,1,2,3,3,4,,,,,3,3,3,5,,,,1,,,1,4,3,1,2,1,2,4,3,5,2,3,1,4,4,4,5,4,4,3,4,5,4,4,5,5
104607675,Completed,US,NY,1,5,5,7,8,5,"WEAVER, Alabama (36277)",4,"ASHLAND, Alabama (36251)",4,1,16,1,1,3,4,3,,,,,3,5,3,3,,1,,,,,1,1,2,4,3,2,1,4,3,4,3,1,1,5,3,4,4,4,5,4,3,4,4,4,3,3
104607676,Completed,US,NY,2,4,2,6,1,6,"MOUNTAIN HOME, Arkansas (72653)",7,"ETHRIDGE, Tennessee (38456)",5,3,13,1,1,3,1,4,12,Writer/Journalist,3,2,3,4,3,4,,,,,1,,1,3,1,4,2,2,4,3,1,4,2,1,1,3,3,3,4,3,3,3,3,3,5,5,3,3
104607714,Completed,US,,2,3,2,1,5,2,"ALBANY, Oregon (97321)",2,"ALBANY, Oregon (97321)",3,3,10,2,2,3,3,2,5,,3,4,3,3,2,4,1,,,,,,4,2,1,3,4,3,4,1,2,2,2,2,1,3,4,4,3,3,4,4,3,3,4,4,3,4
104607715,Completed,US,MA,2,4,2,1,6,1,"ALBANY, Oregon (97321)",2,"ALBANY, Oregon (97321)",4,4,15,1,2,3,3,3,5,,3,4,3,4,3,5,,,,1,,,4,3,4,1,2,2,1,3,4,3,3,3,2,3,2,3,4,3,3,2,3,3,4,4,3,3
104607766,Completed,US,NY,1,6,3,6,7,4,"YORK, Alabama (36925)",3,"EATON, Ohio (45320)",5,1,22,1,1,4,4,4,19,Attorney,1,2,3,5,3,3,,,1,,,,1,3,2,1,4,3,4,2,1,5,1,1,1,4,5,3,5,3,4,4,4,5,4,5,3,3
104607768,Completed,US,NY,2,4,1,8,5,2,"YORK, Alabama (36925)",1,"RAINELLE, West Virginia (25962)",2,2,30,1,3,2,2,3,18,Software Developer,2,2,,,,,,,,,,,1,3,1,4,2,1,4,3,2,3,3,3,1,4,5,3,4,4,3,4,3,4,4,3,3,5
104607769,Completed,US,NY,1,5,1,3,1,6,"LISMAN, Alabama (36912)",4,"FRANKLIN, Virginia (23851)",3,5,18,1,2,4,5,4,9,Physician/Doctor,4,2,,,,,,,,,,,1,1,2,3,4,1,2,4,3,4,2,3,1,4,3,3,4,4,4,3,4,5,3,4,4,5
104607772,Completed,US,,2,6,5,5,7,3,"KENNEDY, Alabama (35574)",6,"ETHRIDGE, Tennessee (38456)",3,3,13,1,3,4,2,4,9,Graphic Designer,2,2,3,6,3,4,,1,,,,,1,4,2,3,1,3,4,1,2,5,1,1,1,5,3,3,5,4,5,4,5,5,5,4,5,4
104607773,Completed,US,NY,2,6,3,4,3,1,"FRANKLIN, Virginia (23851)",6,"ASHLAND, Alabama (36251)",1,4,10,1,2,2,4,4,19,Real Estate Agent,3,2,,,,,,,,,,,1,2,4,1,3,1,3,2,4,5,1,3,1,5,3,4,4,4,4,5,5,4,5,5,3,3
104607774,Completed,US,NY,1,6,3,8,3,3,"YORK, Alabama (36925)",7,"ETHRIDGE, Tennessee (38456)",4,5,25,1,2,4,4,3,19,Architect,3,2,,,,,,,,,,,1,2,1,3,4,4,2,3,1,3,1,3,1,4,5,4,3,5,3,4,3,3,4,4,4,4
104607775,Completed,US,NY,2,4,2,7,3,3,"EATON, Ohio (45320)",1,"EATON, Ohio (45320)",4,3,30,1,1,4,5,2,2,Dentist,3,2,3,6,3,3,,,,,,1,1,4,3,1,2,1,3,4,2,5,2,2,1,4,4,5,3,3,3,4,4,4,4,4,5,3
104607776,Completed,US,NY,1,7,5,2,6,1,"ETHRIDGE, Tennessee (38456)",6,"ASHLAND, Alabama (36251)",4,3,9,1,3,5,2,1,,,,,4,1,3,3,1,,,,,,1,4,3,2,1,2,1,3,4,3,3,1,1,3,5,4,3,4,4,5,4,4,4,5,5,5
104607777,Completed,US,NY,2,7,1,6,3,2,"MOUNTAIN HOME, Arkansas (72653)",7,"WEAVER, Alabama (36277)",3,4,12,1,1,2,1,3,19,Web Developer,3,2,,,,,,,,,,,1,1,3,2,4,4,2,1,3,4,1,1,1,5,3,3,3,3,3,4,5,5,5,5,4,5
104607778,Completed,US,NY,2,2,5,8,8,6,"KENNEDY, Alabama (35574)",6,"FRANKLIN, Virginia (23851)",4,2,17,1,2,4,4,4,,,,,3,1,3,4,,,,,1,,1,4,3,2,1,2,3,4,1,4,1,3,1,4,5,4,5,4,4,4,5,3,5,5,5,5
104607781,Completed,US,,1,5,6,1,3,4,"EATON, Ohio (45320)",6,"YORK, Alabama (36925)",1,5,22,1,3,3,2,2,,,,,5,5,3,3,,,,,1,,1,4,2,1,3,1,4,3,2,5,1,3,1,5,5,5,3,4,3,5,4,4,3,3,4,5
104607785,Completed,US,CA,1,5,6,6,8,1,"ETHRIDGE, Tennessee (38456)",5,"MOUNTAIN HOME, Arkansas (72653)",4,4,18,1,2,2,1,4,1,Software Developer,3,2,,,,,,,,,,,1,1,3,2,4,2,1,3,4,4,3,3,1,5,4,3,3,4,5,3,3,5,4,3,5,3
104607790,Completed,US,NY,1,7,1,2,3,4,"EATON, Ohio (45320)",2,"KENNEDY, Alabama (35574)",5,3,13,1,1,3,1,4,15,Accountant,1,2,3,1,3,3,,,,,1,,1,4,3,1,2,4,1,2,3,3,1,1,1,4,3,4,4,4,4,3,5,3,4,4,3,5
104607795,Completed,US,NY,2,1,5,5,5,1,"LISMAN, Alabama (36912)",2,"MOUNTAIN HOME, Arkansas (72653)",5,1,30,1,3,4,5,1,,,,,5,2,3,4,1,,,,,,1,1,3,4,2,4,2,3,1,5,2,2,1,3,5,4,3,5,3,5,5,5,5,3,5,3
104607797,Completed,US,NY,1,2,5,2,4,2,"LISMAN, Alabama (36912)",2,"ASHLAND, Alabama (36251)",1,4,8,1,2,1,5,4,,,,,4,2,3,4,,,,1,,,1,4,3,1,2,4,3,2,1,4,3,3,1,3,3,3,4,3,5,4,4,4,5,4,3,4
104607817,Completed,US,NY,2,4,5,2,2,4,"ASHLAND, Alabama (36251)",2,"YORK, Alabama (36925)",5,4,25,1,1,1,2,3,4,Police Officer,4,2,3,5,3,5,,,,,,1,1,1,2,3,4,4,2,3,1,5,2,1,1,3,5,4,4,4,3,3,5,4,3,4,5,3
104607818,Completed,US,NY,2,3,5,2,7,6,"FRANKLIN, Virginia (23851)",3,"MOUNTAIN HOME, Arkansas (72653)",1,5,22,1,3,2,3,1,10,Chef,1,2,5,6,3,5,,1,,,,,1,4,2,1,3,2,4,3,1,3,3,2,1,4,5,5,5,5,4,4,4,5,4,4,4,4
104607819,Completed,US,NY,1,6,2,6,3,6,"WEAVER, Alabama (36277)",7,"ETHRIDGE, Tennessee (38456)",5,3,18,1,2,2,5,2,3,Veterinarian.,2,2,5,2,3,4,,,,,1,,1,3,2,4,1,1,2,4,3,4,3,1,1,3,5,4,5,3,5,3,5,5,3,4,5,3
104607820,Completed,US,NY,2,2,6,8,2,1,"YORK, Alabama (36925)",4,"ETHRIDGE, Tennessee (38456)",5,1,11,1,3,3,5,3,16,Graphic Designer,2,2,3,3,3,5,,,1,,,,1,3,1,2,4,3,1,4,2,4,3,3,1,4,5,4,3,3,5,4,4,3,3,3,4,3
104607822,Completed,US,NY,2,5,5,6,3,4,"EATON, Ohio (45320)",1,"YORK, Alabama (36925)",5,5,13,1,1,2,1,4,20,Dentist,3,2,,,,,,,,,,,1,3,4,1,2,3,1,4,2,4,2,2,1,4,5,3,3,5,3,3,5,4,3,3,3,4
104607823,Completed,US,NY,2,4,3,2,6,3,"WEAVER, Alabama (36277)",4,"WEAVER, Alabama (36277)",1,5,30,1,2,2,2,4,,,,,3,2,3,4,,,1,,,,1,3,2,4,1,2,4,3,1,4,2,2,1,5,5,3,3,4,4,5,5,4,3,5,5,3
104607824,Completed,US,NY,2,4,4,1,7,3,"WEAVER, Alabama (36277)",6,"MOUNTAIN HOME, Arkansas (72653)",2,4,14,1,2,1,3,3,,,,,4,6,3,5,,,1,,,,1,4,3,1,2,2,1,3,4,4,1,2,1,5,5,5,4,5,3,3,3,4,5,3,5,5
104607825,Completed,US,NY,2,3,2,3,1,3,"FRANKLIN, Virginia (23851)",1,"YORK, Alabama (36925)",5,4,25,1,1,3,5,1,15,Attorney,2,2,4,6,3,3,,,,,,1,1,1,4,2,3,1,2,4,3,5,2,2,1,5,4,5,4,4,3,3,4,3,4,4,4,3
104607826,Completed,US,NY,2,3,6,4,5,6,"LISMAN, Alabama (36912)",2,"YORK, Alabama (36925)",4,2,12,1,2,3,4,1,7,Writer/Journalist,3,2,4,3,3,4,,,,,,1,1,4,2,1,3,2,3,1,4,4,1,1,1,4,5,5,5,4,4,4,5,5,4,3,3,3
104607827,Completed,US,NY,2,2,4,3,3,2,"KENNEDY, Alabama (35574)",3,"RAINELLE, West Virginia (25962)",5,5,10,1,1,2,5,3,14,Teacher,1,2,4,4,3,3,,,,,1,,1,2,4,1,3,3,2,1,4,4,1,3,1,4,4,3,3,4,5,4,3,3,5,4,4,5
104607828,Completed,US,NY,1,2,2,3,2,1,"FRANKLIN, Virginia (23851)",4,"ASHLAND, Alabama (36251)",3,5,11,1,2,1,1,4,14,Dentist,2,2,5,4,3,5,,,1,,,,1,1,3,2,4,1,4,3,2,5,1,2,1,5,3,3,5,3,5,5,5,5,4,4,4,4
104607829,Completed,US,,2,5,4,6,1,3,"FRANKLIN, Virginia (23851)",7,"WEAVER, Alabama (36277)",3,5,19,1,3,5,3,2,16,Veterinarian.,2,2,3,2,3,5,,,,,1,,1,3,1,4,2,2,3,1,4,5,3,1,1,3,5,5,4,5,5,3,5,4,5,5,3,4
104607830,Completed,US,NY,1,6,1,5,3,6,"ASHLAND, Alabama (36251)",2,"RAINELLE, West Virginia (25962)",1,2,20,1,1,4,3,1,,,,,5,6,3,3,,,,,,1,1,3,4,2,1,1,2,3,4,4,3,3,1,5,3,3,5,4,4,3,4,5,3,5,4,3
104607831,Completed,US,NY,2,7,6,2,6,5,"LISMAN, Alabama (36912)",5,"LISMAN, Alabama (36912)",5,3,18,1,2,1,3,3,,,,,4,4,3,5,,,,,,1,1,4,2,1,3,1,2,3,4,4,1,2,1,5,5,4,3,4,4,3,5,5,3,4,5,3
104607832,Completed,US,NY,1,4,5,6,5,1,"RAINELLE, West Virginia (25962)",5,"WEAVER, Alabama (36277)",4,2,18,1,1,3,3,1,2,Veterinarian.,2,2,4,4,3,5,,1,,,,,1,4,2,3,1,3,1,4,2,3,3,3,1,5,5,4,3,4,3,3,5,4,4,3,3,5
104607833,Completed,US,NY,1,7,6,5,8,2,"KENNEDY, Alabama (35574)",6,"LISMAN, Alabama (36912)",4,5,20,1,3,4,2,2,,,,,4,1,3,3,,,,,1,,1,4,1,3,2,3,1,2,4,4,1,1,1,5,4,3,4,3,4,5,5,5,4,3,3,3
104607834,Completed,US,NY,2,6,2,2,8,6,"WEAVER, Alabama (36277)",1,"YORK, Alabama (36925)",4,4,16,1,3,1,4,3,15,Dentist,4,2,3,1,3,5,,,,,,1,1,2,3,1,4,2,3,1,4,3,1,1,1,4,4,4,5,3,3,5,5,5,3,3,3,4
104607835,Completed,US,NY,2,1,6,2,6,4,"MOUNTAIN HOME, Arkansas (72653)",1,"YORK, Alabama (36925)",1,4,22,1,1,4,2,3,,,,,5,3,3,4,,,,,1,,1,4,3,1,2,3,4,2,1,4,1,2,1,3,4,3,4,5,4,5,3,5,3,4,3,3
